2023-03-13 22:08:19.653484 [INFO   ] [APP] application started
2023-03-13 22:08:24.196404 [INFO   ] [AUTO] ASK 1
2023-03-13 22:08:24.196405 [INFO   ] [AUTO] Max ask volume: 100
2023-03-13 22:08:24.196406 [INFO   ] [AUTO] Sending ask: 7 Price:114000 Volume:100
2023-03-13 22:08:24.196416 [INFO   ] [AUTO] BID 3: 113400
2023-03-13 22:08:24.196417 [INFO   ] [AUTO] Sending bid: 8 Price:113500 Volume:100
2023-03-13 22:08:24.196591 [INFO   ] [AUTO] Something happened to order: 5
2023-03-13 22:08:24.196694 [INFO   ] [AUTO] Something happened to order: 7
2023-03-13 22:08:24.196880 [INFO   ] [AUTO] Something happened to order: 6
2023-03-13 22:08:24.196946 [INFO   ] [AUTO] Something happened to order: 8
2023-03-13 22:08:24.505296 [INFO   ] [AUTO] BID 3: 113500
2023-03-13 22:08:24.505312 [INFO   ] [AUTO] Sending bid: 9 Price:113600 Volume:100
2023-03-13 22:08:24.505930 [INFO   ] [AUTO] Something happened to order: 8
2023-03-13 22:08:24.505952 [INFO   ] [AUTO] Something happened to order: 9
2023-03-13 22:08:24.774732 [INFO   ] [AUTO] Cancelling order: 7
2023-03-13 22:08:24.774797 [INFO   ] [AUTO] no current ask, create a new one
2023-03-13 22:08:24.774799 [INFO   ] [AUTO] ASK 1
2023-03-13 22:08:24.774799 [INFO   ] [AUTO] Max ask volume: 100
2023-03-13 22:08:24.774800 [INFO   ] [AUTO] Sending ask: 10 Price:114100 Volume:100
2023-03-13 22:08:24.774810 [INFO   ] [AUTO] BID 3: 113600
2023-03-13 22:08:24.774811 [INFO   ] [AUTO] Sending bid: 11 Price:113700 Volume:100
2023-03-13 22:08:24.775246 [INFO   ] [AUTO] Something happened to order: 7
2023-03-13 22:08:24.775289 [INFO   ] [AUTO] Something happened to order: 10
2023-03-13 22:08:24.775292 [INFO   ] [AUTO] Something happened to order: 9
2023-03-13 22:08:24.775352 [INFO   ] [AUTO] Something happened to order: 11
2023-03-13 22:08:24.991067 [INFO   ] [AUTO] Cancelling order: 11
2023-03-13 22:08:24.991132 [INFO   ] [AUTO] ASK 3
2023-03-13 22:08:24.991135 [INFO   ] [AUTO] Max ask volume: 100
2023-03-13 22:08:24.991136 [INFO   ] [AUTO] Sending ask: 12 Price:114000 Volume:100
2023-03-13 22:08:24.991139 [INFO   ] [AUTO] BID 1: 113700
2023-03-13 22:08:24.991140 [INFO   ] [AUTO] Sending bid: 13 Price:113600 Volume:100
2023-03-13 22:08:24.991832 [INFO   ] [AUTO] Something happened to order: 11
2023-03-13 22:08:24.991854 [INFO   ] [AUTO] Something happened to order: 10
2023-03-13 22:08:24.991876 [INFO   ] [AUTO] Something happened to order: 12
2023-03-13 22:08:24.991907 [INFO   ] [AUTO] Something happened to order: 13
2023-03-13 22:08:25.754552 [INFO   ] [AUTO] Cancelling order: 12
2023-03-13 22:08:25.754611 [INFO   ] [AUTO] no current ask, create a new one
2023-03-13 22:08:25.754614 [INFO   ] [AUTO] ASK 1
2023-03-13 22:08:25.754614 [INFO   ] [AUTO] Max ask volume: 100
2023-03-13 22:08:25.754615 [INFO   ] [AUTO] Sending ask: 14 Price:114200 Volume:100
2023-03-13 22:08:25.754710 [INFO   ] [AUTO] BID 3: 113600
2023-03-13 22:08:25.754720 [INFO   ] [AUTO] Sending bid: 15 Price:113700 Volume:100
2023-03-13 22:08:25.754829 [INFO   ] [AUTO] Something happened to order: 12
2023-03-13 22:08:25.754870 [INFO   ] [AUTO] Something happened to order: 14
2023-03-13 22:08:25.755054 [INFO   ] [AUTO] Something happened to order: 13
2023-03-13 22:08:25.755103 [INFO   ] [AUTO] Something happened to order: 15
2023-03-13 22:08:26.035528 [INFO   ] [AUTO] BID 3: 113700
2023-03-13 22:08:26.035537 [INFO   ] [AUTO] Sending bid: 16 Price:113800 Volume:100
2023-03-13 22:08:26.036184 [INFO   ] [AUTO] Something happened to order: 15
2023-03-13 22:08:26.036212 [INFO   ] [AUTO] Something happened to order: 16
2023-03-13 22:08:26.208064 [INFO   ] [AUTO] Cancelling order: 14
2023-03-13 22:08:26.208116 [INFO   ] [AUTO] no current ask, create a new one
2023-03-13 22:08:26.208120 [INFO   ] [AUTO] ASK 1
2023-03-13 22:08:26.208120 [INFO   ] [AUTO] Max ask volume: 100
2023-03-13 22:08:26.208121 [INFO   ] [AUTO] Sending ask: 17 Price:114300 Volume:100
2023-03-13 22:08:26.208439 [INFO   ] [AUTO] Something happened to order: 14
2023-03-13 22:08:26.208489 [INFO   ] [AUTO] Something happened to order: 17
2023-03-13 22:08:26.533295 [INFO   ] [AUTO] BID 3: 113800
2023-03-13 22:08:26.533323 [INFO   ] [AUTO] Sending bid: 18 Price:113900 Volume:100
2023-03-13 22:08:26.535387 [INFO   ] [AUTO] Something happened to order: 16
2023-03-13 22:08:26.535409 [INFO   ] [AUTO] Something happened to order: 18
2023-03-13 22:08:26.791848 [INFO   ] [AUTO] Cancelling order: 17
2023-03-13 22:08:26.791921 [INFO   ] [AUTO] no current ask, create a new one
2023-03-13 22:08:26.791923 [INFO   ] [AUTO] ASK 1
2023-03-13 22:08:26.791923 [INFO   ] [AUTO] Max ask volume: 100
2023-03-13 22:08:26.791924 [INFO   ] [AUTO] Sending ask: 19 Price:114600 Volume:100
2023-03-13 22:08:26.791932 [INFO   ] [AUTO] BID 3: 113900
2023-03-13 22:08:26.791933 [INFO   ] [AUTO] Sending bid: 20 Price:114000 Volume:100
2023-03-13 22:08:26.792301 [INFO   ] [AUTO] Something happened to order: 17
2023-03-13 22:08:26.792324 [INFO   ] [AUTO] Something happened to order: 19
2023-03-13 22:08:26.792345 [INFO   ] [AUTO] Something happened to order: 18
2023-03-13 22:08:26.792371 [INFO   ] [AUTO] Something happened to order: 20
2023-03-13 22:08:27.037711 [INFO   ] [AUTO] Cancelling order: 19
2023-03-13 22:08:27.037772 [INFO   ] [AUTO] no current ask, create a new one
2023-03-13 22:08:27.037775 [INFO   ] [AUTO] ASK 1
2023-03-13 22:08:27.037776 [INFO   ] [AUTO] Max ask volume: 100
2023-03-13 22:08:27.037777 [INFO   ] [AUTO] Sending ask: 21 Price:114900 Volume:100
2023-03-13 22:08:27.037785 [INFO   ] [AUTO] BID 3: 114000
2023-03-13 22:08:27.037786 [INFO   ] [AUTO] Sending bid: 22 Price:114100 Volume:100
2023-03-13 22:08:27.038880 [INFO   ] [AUTO] Something happened to order: 19
2023-03-13 22:08:27.038905 [INFO   ] [AUTO] Something happened to order: 21
2023-03-13 22:08:27.038925 [INFO   ] [AUTO] Something happened to order: 20
2023-03-13 22:08:27.038944 [INFO   ] [AUTO] Something happened to order: 22
2023-03-13 22:08:27.199139 [INFO   ] [AUTO] Cancelling order: 21
2023-03-13 22:08:27.199205 [INFO   ] [AUTO] no current ask, create a new one
2023-03-13 22:08:27.199207 [INFO   ] [AUTO] ASK 1
2023-03-13 22:08:27.199207 [INFO   ] [AUTO] Max ask volume: 100
2023-03-13 22:08:27.199208 [INFO   ] [AUTO] Sending ask: 23 Price:115000 Volume:100
2023-03-13 22:08:27.199216 [INFO   ] [AUTO] BID 3: 114100
2023-03-13 22:08:27.199217 [INFO   ] [AUTO] Sending bid: 24 Price:114200 Volume:100
2023-03-13 22:08:27.199485 [INFO   ] [AUTO] Something happened to order: 21
2023-03-13 22:08:27.199531 [INFO   ] [AUTO] Something happened to order: 23
2023-03-13 22:08:27.199536 [INFO   ] [AUTO] Something happened to order: 22
2023-03-13 22:08:27.199591 [INFO   ] [AUTO] order 24 filled for 43 lots at $114200 cents
2023-03-13 22:08:27.199624 [INFO   ] [AUTO] Something happened to order: 24
2023-03-13 22:08:27.200039 [INFO   ] [AUTO] hedge order 25 filled for 43 lots at $114700 average price in cents
2023-03-13 22:08:27.497509 [INFO   ] [AUTO] ASK 3
2023-03-13 22:08:27.497515 [INFO   ] [AUTO] Max ask volume: 143
2023-03-13 22:08:27.497516 [INFO   ] [AUTO] Sending ask: 26 Price:114900 Volume:143
2023-03-13 22:08:27.497519 [INFO   ] [AUTO] BID 3: 114200
2023-03-13 22:08:27.497520 [INFO   ] [AUTO] Sending bid: 27 Price:114300 Volume:57
2023-03-13 22:08:27.497807 [INFO   ] [AUTO] Something happened to order: 23
2023-03-13 22:08:27.498098 [INFO   ] [AUTO] Something happened to order: 26
2023-03-13 22:08:27.498148 [INFO   ] [AUTO] Something happened to order: 24
2023-03-13 22:08:27.498150 [INFO   ] [AUTO] Something happened to order: 27
2023-03-13 22:08:27.718255 [INFO   ] [AUTO] Cancelling order: 26
2023-03-13 22:08:27.718303 [INFO   ] [AUTO] no current ask, create a new one
2023-03-13 22:08:27.718305 [INFO   ] [AUTO] ASK 1
2023-03-13 22:08:27.718306 [INFO   ] [AUTO] Max ask volume: 143
2023-03-13 22:08:27.718306 [INFO   ] [AUTO] Sending ask: 28 Price:115000 Volume:143
2023-03-13 22:08:27.718318 [INFO   ] [AUTO] BID 3: 114300
2023-03-13 22:08:27.718319 [INFO   ] [AUTO] Sending bid: 29 Price:114400 Volume:57
2023-03-13 22:08:27.718502 [INFO   ] [AUTO] Something happened to order: 26
2023-03-13 22:08:27.718561 [INFO   ] [AUTO] Something happened to order: 28
2023-03-13 22:08:27.719203 [INFO   ] [AUTO] Something happened to order: 27
2023-03-13 22:08:27.719227 [INFO   ] [AUTO] Something happened to order: 29
2023-03-13 22:08:27.995044 [INFO   ] [AUTO] BID 3: 114400
2023-03-13 22:08:27.995054 [INFO   ] [AUTO] Sending bid: 30 Price:114500 Volume:57
2023-03-13 22:08:27.996191 [INFO   ] [AUTO] Something happened to order: 29
2023-03-13 22:08:27.996219 [INFO   ] [AUTO] Something happened to order: 30
2023-03-13 22:08:28.251857 [INFO   ] [AUTO] BID 3: 114500
2023-03-13 22:08:28.251867 [INFO   ] [AUTO] Sending bid: 31 Price:114600 Volume:57
2023-03-13 22:08:28.252418 [INFO   ] [AUTO] Something happened to order: 30
2023-03-13 22:08:28.252460 [INFO   ] [AUTO] Something happened to order: 31
2023-03-13 22:08:28.543692 [INFO   ] [AUTO] Cancelling order: 28
2023-03-13 22:08:28.543779 [INFO   ] [AUTO] no current ask, create a new one
2023-03-13 22:08:28.543781 [INFO   ] [AUTO] ASK 1
2023-03-13 22:08:28.543781 [INFO   ] [AUTO] Max ask volume: 143
2023-03-13 22:08:28.543782 [INFO   ] [AUTO] Sending ask: 32 Price:115200 Volume:143
2023-03-13 22:08:28.543788 [INFO   ] [AUTO] BID 3: 114600
2023-03-13 22:08:28.543788 [INFO   ] [AUTO] Sending bid: 33 Price:114700 Volume:57
2023-03-13 22:08:28.545367 [INFO   ] [AUTO] Something happened to order: 28
2023-03-13 22:08:28.545393 [INFO   ] [AUTO] Something happened to order: 32
2023-03-13 22:08:28.545415 [INFO   ] [AUTO] Something happened to order: 31
2023-03-13 22:08:28.545436 [INFO   ] [AUTO] Something happened to order: 33
2023-03-13 22:08:28.715329 [INFO   ] [AUTO] ASK 3
2023-03-13 22:08:28.715333 [INFO   ] [AUTO] Max ask volume: 143
2023-03-13 22:08:28.715334 [INFO   ] [AUTO] Sending ask: 34 Price:115100 Volume:143
2023-03-13 22:08:28.715873 [INFO   ] [AUTO] Something happened to order: 32
2023-03-13 22:08:28.715912 [INFO   ] [AUTO] Something happened to order: 34
2023-03-13 22:08:28.999761 [INFO   ] [AUTO] Cancelling order: 34
2023-03-13 22:08:28.999832 [INFO   ] [AUTO] no current ask, create a new one
2023-03-13 22:08:28.999834 [INFO   ] [AUTO] ASK 1
2023-03-13 22:08:28.999834 [INFO   ] [AUTO] Max ask volume: 143
2023-03-13 22:08:28.999835 [INFO   ] [AUTO] Sending ask: 35 Price:115300 Volume:143
2023-03-13 22:08:28.999842 [INFO   ] [AUTO] BID 3: 114700
2023-03-13 22:08:28.999844 [INFO   ] [AUTO] Sending bid: 36 Price:114800 Volume:57
2023-03-13 22:08:29.000066 [INFO   ] [AUTO] Something happened to order: 34
2023-03-13 22:08:29.000143 [INFO   ] [AUTO] Something happened to order: 35
2023-03-13 22:08:29.000170 [INFO   ] [AUTO] Something happened to order: 33
2023-03-13 22:08:29.000221 [INFO   ] [AUTO] Something happened to order: 36
2023-03-13 22:08:29.231017 [INFO   ] [AUTO] Cancelling order: 35
2023-03-13 22:08:29.231089 [INFO   ] [AUTO] no current ask, create a new one
2023-03-13 22:08:29.231090 [INFO   ] [AUTO] ASK 1
2023-03-13 22:08:29.231091 [INFO   ] [AUTO] Max ask volume: 143
2023-03-13 22:08:29.231092 [INFO   ] [AUTO] Sending ask: 37 Price:115400 Volume:143
2023-03-13 22:08:29.231100 [INFO   ] [AUTO] BID 3: 114800
2023-03-13 22:08:29.231101 [INFO   ] [AUTO] Sending bid: 38 Price:114900 Volume:57
2023-03-13 22:08:29.231868 [INFO   ] [AUTO] Something happened to order: 35
2023-03-13 22:08:29.231903 [INFO   ] [AUTO] Something happened to order: 37
2023-03-13 22:08:29.231907 [INFO   ] [AUTO] Something happened to order: 36
2023-03-13 22:08:29.231958 [INFO   ] [AUTO] Something happened to order: 38
2023-03-13 22:08:29.486676 [INFO   ] [AUTO] order 38 filled for 57 lots at $114900 cents
2023-03-13 22:08:29.486731 [INFO   ] [AUTO] Something happened to order: 38
2023-03-13 22:08:29.486820 [INFO   ] [AUTO] hedge order 39 filled for 57 lots at $115100 average price in cents
2023-03-13 22:08:29.520825 [INFO   ] [AUTO] BID 1: 114900
2023-03-13 22:08:29.709160 [INFO   ] [AUTO] BID 1: 115000
2023-03-13 22:08:29.954888 [INFO   ] [AUTO] order 37 filled for 14 lots at $115400 cents
2023-03-13 22:08:29.954937 [INFO   ] [AUTO] Something happened to order: 37
2023-03-13 22:08:29.955021 [INFO   ] [AUTO] hedge order 40 filled for 14 lots at $115400 average price in cents
2023-03-13 22:08:29.992239 [INFO   ] [AUTO] Cancelling order: 37
2023-03-13 22:08:29.992301 [INFO   ] [AUTO] no current ask, create a new one
2023-03-13 22:08:29.992303 [INFO   ] [AUTO] ASK 1
2023-03-13 22:08:29.992303 [INFO   ] [AUTO] Max ask volume: 186
2023-03-13 22:08:29.992304 [INFO   ] [AUTO] Sending ask: 41 Price:115500 Volume:186
2023-03-13 22:08:29.992317 [INFO   ] [AUTO] BID 1: 115000
2023-03-13 22:08:29.992318 [INFO   ] [AUTO] Sending bid: 42 Price:115100 Volume:14
2023-03-13 22:08:29.992506 [INFO   ] [AUTO] Something happened to order: 37
2023-03-13 22:08:29.992608 [INFO   ] [AUTO] Something happened to order: 41
2023-03-13 22:08:29.992653 [INFO   ] [AUTO] Something happened to order: 42
2023-03-13 22:08:30.219128 [INFO   ] [AUTO] Cancelling order: 42
2023-03-13 22:08:30.219173 [INFO   ] [AUTO] ASK 3
2023-03-13 22:08:30.219175 [INFO   ] [AUTO] Max ask volume: 186
2023-03-13 22:08:30.219177 [INFO   ] [AUTO] Sending ask: 43 Price:115300 Volume:186
2023-03-13 22:08:30.219182 [INFO   ] [AUTO] BID 1: 115100
2023-03-13 22:08:30.219183 [INFO   ] [AUTO] Sending bid: 44 Price:115000 Volume:14
2023-03-13 22:08:30.219401 [INFO   ] [AUTO] Something happened to order: 42
2023-03-13 22:08:30.219438 [INFO   ] [AUTO] Something happened to order: 41
2023-03-13 22:08:30.219442 [INFO   ] [AUTO] Something happened to order: 43
2023-03-13 22:08:30.219487 [INFO   ] [AUTO] Something happened to order: 44
2023-03-13 22:08:30.951829 [INFO   ] [AUTO] order 44 filled for 14 lots at $115000 cents
2023-03-13 22:08:30.951894 [INFO   ] [AUTO] Something happened to order: 44
2023-03-13 22:08:30.952006 [INFO   ] [AUTO] hedge order 45 filled for 14 lots at $115100 average price in cents
2023-03-13 22:08:30.963536 [INFO   ] [AUTO] Cancelling order: 43
2023-03-13 22:08:30.963586 [INFO   ] [AUTO] no current ask, create a new one
2023-03-13 22:08:30.963588 [INFO   ] [AUTO] ASK 1
2023-03-13 22:08:30.963589 [INFO   ] [AUTO] Max ask volume: 200
2023-03-13 22:08:30.963590 [INFO   ] [AUTO] Sending ask: 46 Price:115400 Volume:200
2023-03-13 22:08:30.963597 [INFO   ] [AUTO] BID 1: 115000
2023-03-13 22:08:30.964048 [INFO   ] [AUTO] Something happened to order: 43
2023-03-13 22:08:30.964096 [INFO   ] [AUTO] Something happened to order: 46
2023-03-13 22:08:31.280658 [INFO   ] [AUTO] BID 1: 115000
2023-03-13 22:08:31.485835 [INFO   ] [AUTO] Cancelling order: 46
2023-03-13 22:08:31.485894 [INFO   ] [AUTO] no current ask, create a new one
2023-03-13 22:08:31.485896 [INFO   ] [AUTO] ASK 1
2023-03-13 22:08:31.485897 [INFO   ] [AUTO] Max ask volume: 200
2023-03-13 22:08:31.485898 [INFO   ] [AUTO] Sending ask: 47 Price:115600 Volume:200
2023-03-13 22:08:31.485904 [INFO   ] [AUTO] BID 1: 115100
2023-03-13 22:08:31.486717 [INFO   ] [AUTO] Something happened to order: 46
2023-03-13 22:08:31.486762 [INFO   ] [AUTO] Something happened to order: 47
2023-03-13 22:08:31.795416 [INFO   ] [AUTO] ASK 3
2023-03-13 22:08:31.795420 [INFO   ] [AUTO] Max ask volume: 200
2023-03-13 22:08:31.795421 [INFO   ] [AUTO] Sending ask: 48 Price:115500 Volume:200
2023-03-13 22:08:31.795426 [INFO   ] [AUTO] BID 1: 115200
2023-03-13 22:08:31.796109 [INFO   ] [AUTO] Something happened to order: 47
2023-03-13 22:08:31.796112 [INFO   ] [AUTO] Something happened to order: 48
2023-03-13 22:08:32.041579 [INFO   ] [AUTO] ASK 3
2023-03-13 22:08:32.041584 [INFO   ] [AUTO] Max ask volume: 200
2023-03-13 22:08:32.041586 [INFO   ] [AUTO] Sending ask: 49 Price:115400 Volume:200
2023-03-13 22:08:32.041590 [INFO   ] [AUTO] BID 1: 115000
2023-03-13 22:08:32.041958 [INFO   ] [AUTO] Something happened to order: 48
2023-03-13 22:08:32.042003 [INFO   ] [AUTO] Something happened to order: 49
2023-03-13 22:08:32.257971 [INFO   ] [AUTO] Cancelling order: 0
2023-03-13 22:08:32.258042 [INFO   ] [AUTO] ASK 3
2023-03-13 22:08:32.258044 [INFO   ] [AUTO] Max ask volume: 200
2023-03-13 22:08:32.258045 [INFO   ] [AUTO] Sending ask: 50 Price:115300 Volume:200
2023-03-13 22:08:32.258048 [INFO   ] [AUTO] BID 1: 115000
2023-03-13 22:08:32.258235 [INFO   ] [AUTO] Something happened to order: 49
2023-03-13 22:08:32.258555 [INFO   ] [AUTO] Something happened to order: 50
2023-03-13 22:08:32.502480 [INFO   ] [AUTO] ASK 3
2023-03-13 22:08:32.502484 [INFO   ] [AUTO] Max ask volume: 200
2023-03-13 22:08:32.502486 [INFO   ] [AUTO] Sending ask: 51 Price:115200 Volume:200
2023-03-13 22:08:32.502491 [INFO   ] [AUTO] BID 1: 114900
2023-03-13 22:08:32.503643 [INFO   ] [AUTO] Something happened to order: 50
2023-03-13 22:08:32.503668 [INFO   ] [AUTO] Something happened to order: 51
2023-03-13 22:08:32.713091 [INFO   ] [AUTO] Cancelling order: 51
2023-03-13 22:08:32.713146 [INFO   ] [AUTO] no current ask, create a new one
2023-03-13 22:08:32.713148 [INFO   ] [AUTO] ASK 1
2023-03-13 22:08:32.713149 [INFO   ] [AUTO] Max ask volume: 200
2023-03-13 22:08:32.713150 [INFO   ] [AUTO] Sending ask: 52 Price:115300 Volume:200
2023-03-13 22:08:32.713157 [INFO   ] [AUTO] BID 1: 114700
2023-03-13 22:08:32.713778 [INFO   ] [AUTO] Something happened to order: 51
2023-03-13 22:08:32.713804 [INFO   ] [AUTO] Something happened to order: 52
2023-03-13 22:08:32.980060 [INFO   ] [AUTO] Cancelling order: 52
2023-03-13 22:08:32.980171 [INFO   ] [AUTO] no current ask, create a new one
2023-03-13 22:08:32.980173 [INFO   ] [AUTO] ASK 1
2023-03-13 22:08:32.980174 [INFO   ] [AUTO] Max ask volume: 200
2023-03-13 22:08:32.980174 [INFO   ] [AUTO] Sending ask: 53 Price:115400 Volume:200
2023-03-13 22:08:32.980183 [INFO   ] [AUTO] BID 1: 114800
2023-03-13 22:08:32.980998 [INFO   ] [AUTO] Something happened to order: 52
2023-03-13 22:08:32.981022 [INFO   ] [AUTO] Something happened to order: 53
2023-03-13 22:08:33.230308 [INFO   ] [AUTO] BID 1: 114900
2023-03-13 22:08:33.454788 [INFO   ] [AUTO] ASK 3
2023-03-13 22:08:33.454792 [INFO   ] [AUTO] Max ask volume: 200
2023-03-13 22:08:33.454793 [INFO   ] [AUTO] Sending ask: 54 Price:115300 Volume:200
2023-03-13 22:08:33.454797 [INFO   ] [AUTO] BID 1: 114900
2023-03-13 22:08:33.455271 [INFO   ] [AUTO] Something happened to order: 53
2023-03-13 22:08:33.455311 [INFO   ] [AUTO] Something happened to order: 54
2023-03-13 22:08:33.789173 [INFO   ] [AUTO] BID 1: 114900
2023-03-13 22:08:33.946990 [INFO   ] [AUTO] BID 1: 114900
2023-03-13 22:08:34.254528 [INFO   ] [AUTO] Cancelling order: 54
2023-03-13 22:08:34.254606 [INFO   ] [AUTO] no current ask, create a new one
2023-03-13 22:08:34.254609 [INFO   ] [AUTO] ASK 1
2023-03-13 22:08:34.254610 [INFO   ] [AUTO] Max ask volume: 200
2023-03-13 22:08:34.254611 [INFO   ] [AUTO] Sending ask: 55 Price:115400 Volume:200
2023-03-13 22:08:34.254620 [INFO   ] [AUTO] BID 1: 114900
2023-03-13 22:08:34.254936 [INFO   ] [AUTO] Something happened to order: 54
2023-03-13 22:08:34.254961 [INFO   ] [AUTO] Something happened to order: 55
2023-03-13 22:08:34.479944 [INFO   ] [AUTO] ASK 3
2023-03-13 22:08:34.479947 [INFO   ] [AUTO] Max ask volume: 200
2023-03-13 22:08:34.479949 [INFO   ] [AUTO] Sending ask: 56 Price:115300 Volume:200
2023-03-13 22:08:34.479953 [INFO   ] [AUTO] BID 1: 115000
2023-03-13 22:08:34.480578 [INFO   ] [AUTO] Something happened to order: 55
2023-03-13 22:08:34.480600 [INFO   ] [AUTO] Something happened to order: 56
2023-03-13 22:08:34.794335 [INFO   ] [AUTO] BID 1: 114800
2023-03-13 22:08:35.014939 [INFO   ] [AUTO] ASK 3
2023-03-13 22:08:35.014946 [INFO   ] [AUTO] Max ask volume: 200
2023-03-13 22:08:35.014948 [INFO   ] [AUTO] Sending ask: 57 Price:115200 Volume:200
2023-03-13 22:08:35.014993 [INFO   ] [AUTO] BID 1: 114900
2023-03-13 22:08:35.015982 [INFO   ] [AUTO] Something happened to order: 56
2023-03-13 22:08:35.016023 [INFO   ] [AUTO] Something happened to order: 57
2023-03-13 22:08:35.294150 [INFO   ] [AUTO] BID 1: 114800
2023-03-13 22:08:35.486003 [INFO   ] [AUTO] BID 1: 114900
2023-03-13 22:08:35.784016 [INFO   ] [AUTO] Cancelling order: 57
2023-03-13 22:08:35.784088 [INFO   ] [AUTO] no current ask, create a new one
2023-03-13 22:08:35.784090 [INFO   ] [AUTO] ASK 1
2023-03-13 22:08:35.784091 [INFO   ] [AUTO] Max ask volume: 200
2023-03-13 22:08:35.784091 [INFO   ] [AUTO] Sending ask: 58 Price:115400 Volume:200
2023-03-13 22:08:35.784101 [INFO   ] [AUTO] BID 1: 114900
2023-03-13 22:08:35.785055 [INFO   ] [AUTO] Something happened to order: 57
2023-03-13 22:08:35.785058 [INFO   ] [AUTO] Something happened to order: 58
2023-03-13 22:08:35.964772 [INFO   ] [AUTO] Cancelling order: 58
2023-03-13 22:08:35.964844 [INFO   ] [AUTO] no current ask, create a new one
2023-03-13 22:08:35.964847 [INFO   ] [AUTO] ASK 1
2023-03-13 22:08:35.964848 [INFO   ] [AUTO] Max ask volume: 200
2023-03-13 22:08:35.964849 [INFO   ] [AUTO] Sending ask: 59 Price:115500 Volume:200
2023-03-13 22:08:35.964862 [INFO   ] [AUTO] BID 1: 115000
2023-03-13 22:08:35.965000 [INFO   ] [AUTO] Something happened to order: 58
2023-03-13 22:08:35.965075 [INFO   ] [AUTO] Something happened to order: 59
2023-03-13 22:08:36.258434 [INFO   ] [AUTO] BID 1: 115100
2023-03-13 22:08:36.480238 [INFO   ] [AUTO] BID 1: 115100
2023-03-13 22:08:36.776000 [INFO   ] [AUTO] BID 1: 115100
2023-03-13 22:08:36.978248 [INFO   ] [AUTO] ASK 3
2023-03-13 22:08:36.978256 [INFO   ] [AUTO] Max ask volume: 200
2023-03-13 22:08:36.978258 [INFO   ] [AUTO] Sending ask: 60 Price:115400 Volume:200
2023-03-13 22:08:36.978265 [INFO   ] [AUTO] BID 1: 115100
2023-03-13 22:08:36.978727 [INFO   ] [AUTO] Something happened to order: 59
2023-03-13 22:08:36.978753 [INFO   ] [AUTO] Something happened to order: 60
2023-03-13 22:08:37.196701 [INFO   ] [AUTO] ASK 3
2023-03-13 22:08:37.196706 [INFO   ] [AUTO] Max ask volume: 200
2023-03-13 22:08:37.196707 [INFO   ] [AUTO] Sending ask: 61 Price:115300 Volume:200
2023-03-13 22:08:37.196710 [INFO   ] [AUTO] BID 1: 115000
2023-03-13 22:08:37.197071 [INFO   ] [AUTO] Something happened to order: 60
2023-03-13 22:08:37.197145 [INFO   ] [AUTO] Something happened to order: 61
