2023-03-11 10:00:36.407882 [INFO   ] [APP] application started
2023-03-11 10:01:01.068838 [INFO   ] [AUTO] Trade tick: 40
2023-03-11 10:01:01.163911 [INFO   ] [AUTO] Trade tick: 41
2023-03-11 10:01:01.191980 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:01:01.216408 [INFO   ] [AUTO] Trade tick: 42
2023-03-11 10:01:01.497022 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:01:01.553426 [INFO   ] [AUTO] Trade tick: 43
2023-03-11 10:01:01.706691 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:01:01.973771 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:01:02.259693 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:01:02.416387 [INFO   ] [AUTO] Trade tick: 44
2023-03-11 10:01:02.429264 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:01:02.701370 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:01:02.758783 [INFO   ] [AUTO] Trade tick: 45
2023-03-11 10:01:02.907259 [INFO   ] [AUTO] Trade tick: 46
2023-03-11 10:01:02.959641 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:01:03.172366 [INFO   ] [AUTO] Trade tick: 47
2023-03-11 10:01:03.208533 [INFO   ] [AUTO] Trade tick: 48
2023-03-11 10:01:03.257398 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:01:03.353632 [INFO   ] [AUTO] Trade tick: 49
2023-03-11 10:01:03.459480 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:01:03.856978 [INFO   ] [AUTO] Trade tick: 50
2023-03-11 10:01:04.112487 [INFO   ] [AUTO] Trade tick: 51
2023-03-11 10:01:04.357890 [INFO   ] [AUTO] Trade tick: 52
2023-03-11 10:01:04.930263 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:01:05.207197 [INFO   ] [AUTO] Trade tick: 53
2023-03-11 10:01:05.212475 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:01:05.446325 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:01:05.666098 [INFO   ] [AUTO] Trade tick: 54
2023-03-11 10:01:05.714017 [INFO   ] [AUTO] Trade tick: 55
2023-03-11 10:01:05.761398 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:01:05.907678 [INFO   ] [AUTO] Trade tick: 56
2023-03-11 10:01:05.948455 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:01:06.073132 [INFO   ] [AUTO] Trade tick: 57
2023-03-11 10:01:06.252423 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:01:06.489638 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:01:06.691160 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:01:06.766458 [INFO   ] [AUTO] Trade tick: 58
2023-03-11 10:01:06.865482 [INFO   ] [AUTO] Trade tick: 59
2023-03-11 10:01:06.995403 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:01:07.216091 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:01:07.432472 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:01:07.617077 [INFO   ] [AUTO] Trade tick: 60
2023-03-11 10:01:07.692343 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:01:07.999827 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:01:08.220950 [INFO   ] [AUTO] Trade tick: 61
2023-03-11 10:01:08.232243 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:01:08.412223 [INFO   ] [AUTO] Trade tick: 62
2023-03-11 10:01:08.412240 [INFO   ] [AUTO] Trade tick: 63
2023-03-11 10:01:08.767177 [INFO   ] [AUTO] Trade tick: 64
2023-03-11 10:01:09.154818 [INFO   ] [AUTO] Trade tick: 65
2023-03-11 10:01:09.975210 [INFO   ] [AUTO] Trade tick: 66
2023-03-11 10:01:10.358920 [INFO   ] [AUTO] Trade tick: 67
2023-03-11 10:01:10.731862 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:01:10.985102 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:01:11.161968 [INFO   ] [AUTO] Trade tick: 68
2023-03-11 10:01:11.248856 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:01:11.426208 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:01:11.463677 [INFO   ] [AUTO] Trade tick: 69
2023-03-11 10:01:11.663724 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:01:11.918506 [INFO   ] [AUTO] Trade tick: 70
2023-03-11 10:01:12.368958 [INFO   ] [AUTO] Trade tick: 71
2023-03-11 10:01:13.214419 [INFO   ] [AUTO] Trade tick: 72
2023-03-11 10:01:14.102318 [INFO   ] [AUTO] Trade tick: 73
2023-03-11 10:01:14.485375 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:01:14.554258 [INFO   ] [AUTO] Trade tick: 74
2023-03-11 10:01:15.211777 [INFO   ] [AUTO] Trade tick: 75
2023-03-11 10:01:15.564687 [INFO   ] [AUTO] Trade tick: 76
2023-03-11 10:01:15.738336 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:01:15.807474 [INFO   ] [AUTO] Trade tick: 77
2023-03-11 10:01:15.852762 [INFO   ] [AUTO] Trade tick: 78
2023-03-11 10:01:15.910054 [INFO   ] [AUTO] Trade tick: 79
2023-03-11 10:01:15.961697 [INFO   ] [AUTO] Trade tick: 80
2023-03-11 10:01:16.006110 [INFO   ] [AUTO] Trade tick: 81
2023-03-11 10:01:17.815494 [INFO   ] [AUTO] Trade tick: 82
2023-03-11 10:01:19.518949 [INFO   ] [AUTO] Trade tick: 83
2023-03-11 10:01:19.711146 [INFO   ] [AUTO] Trade tick: 84
2023-03-11 10:01:19.811400 [INFO   ] [AUTO] Trade tick: 85
2023-03-11 10:01:20.853051 [INFO   ] [AUTO] Trade tick: 86
2023-03-11 10:01:20.917993 [INFO   ] [AUTO] Trade tick: 87
2023-03-11 10:01:22.506377 [INFO   ] [AUTO] Trade tick: 88
2023-03-11 10:01:22.566959 [INFO   ] [AUTO] Trade tick: 89
2023-03-11 10:01:24.110441 [INFO   ] [AUTO] Trade tick: 90
2023-03-11 10:01:25.422125 [INFO   ] [AUTO] Trade tick: 91
2023-03-11 10:01:25.661793 [INFO   ] [AUTO] Trade tick: 92
2023-03-11 10:01:25.945782 [INFO   ] [AUTO] Pairwise opportunity, ETF > FUT => buy futures, sell ETF
2023-03-11 10:01:25.945786 [INFO   ] [AUTO] Sell vol: 18 order: 9
2023-03-11 10:01:25.947884 [INFO   ] [AUTO] order 9 filled for 18 lots at $147400 cents
2023-03-11 10:01:25.947910 [INFO   ] [AUTO] Trade tick: 93
2023-03-11 10:01:25.948076 [INFO   ] [AUTO] hedge order 10 filled for 18 lots at $147300 average price in cents
2023-03-11 10:01:28.014429 [INFO   ] [AUTO] Trade tick: 94
2023-03-11 10:01:28.710352 [INFO   ] [AUTO] Trade tick: 95
2023-03-11 10:01:30.563699 [INFO   ] [AUTO] Trade tick: 96
2023-03-11 10:01:30.813158 [INFO   ] [AUTO] Trade tick: 97
2023-03-11 10:01:32.364153 [INFO   ] [AUTO] Trade tick: 98
2023-03-11 10:01:34.509488 [INFO   ] [AUTO] Trade tick: 99
2023-03-11 10:01:34.666866 [INFO   ] [AUTO] Pairwise opportunity, ETF > FUT => buy futures, sell ETF
2023-03-11 10:01:34.666872 [INFO   ] [AUTO] Sell vol: 182 order: 11
2023-03-11 10:01:34.667097 [INFO   ] [AUTO] order 11 filled for 182 lots at $147300 cents
2023-03-11 10:01:34.667160 [INFO   ] [AUTO] Trade tick: 100
2023-03-11 10:01:34.667193 [INFO   ] [AUTO] hedge order 12 filled for 182 lots at $147200 average price in cents
2023-03-11 10:01:34.754312 [INFO   ] [AUTO] Trade tick: 101
2023-03-11 10:01:35.209363 [INFO   ] [AUTO] Trade tick: 102
2023-03-11 10:01:35.564052 [INFO   ] [AUTO] Trade tick: 103
2023-03-11 10:01:35.713354 [INFO   ] [AUTO] Trade tick: 104
2023-03-11 10:01:35.927437 [INFO   ] [AUTO] Trade tick: 105
2023-03-11 10:01:36.003194 [INFO   ] [AUTO] Trade tick: 106
2023-03-11 10:01:36.114405 [INFO   ] [AUTO] Trade tick: 107
2023-03-11 10:01:36.453740 [INFO   ] [AUTO] Trade tick: 108
2023-03-11 10:01:36.615765 [INFO   ] [AUTO] Trade tick: 109
2023-03-11 10:01:37.807639 [INFO   ] [AUTO] Trade tick: 110
2023-03-11 10:01:37.919749 [INFO   ] [AUTO] Pairwise opportunity, ETF > FUT => buy futures, sell ETF
2023-03-11 10:01:38.015466 [INFO   ] [AUTO] Trade tick: 111
2023-03-11 10:01:38.213481 [INFO   ] [AUTO] Trade tick: 112
2023-03-11 10:01:38.506943 [INFO   ] [AUTO] Pairwise opportunity, ETF > FUT => buy futures, sell ETF
2023-03-11 10:01:38.705120 [INFO   ] [AUTO] Trade tick: 113
2023-03-11 10:01:39.202506 [INFO   ] [AUTO] Pairwise opportunity, ETF > FUT => buy futures, sell ETF
2023-03-11 10:01:39.431137 [INFO   ] [AUTO] Pairwise opportunity, ETF > FUT => buy futures, sell ETF
2023-03-11 10:01:39.688656 [INFO   ] [AUTO] Pairwise opportunity, ETF > FUT => buy futures, sell ETF
2023-03-11 10:01:39.755485 [INFO   ] [AUTO] Trade tick: 114
2023-03-11 10:01:39.971026 [INFO   ] [AUTO] Pairwise opportunity, ETF > FUT => buy futures, sell ETF
2023-03-11 10:01:40.218599 [INFO   ] [AUTO] Trade tick: 115
2023-03-11 10:01:40.225013 [INFO   ] [AUTO] Pairwise opportunity, ETF > FUT => buy futures, sell ETF
2023-03-11 10:01:40.511972 [INFO   ] [AUTO] Pairwise opportunity, ETF > FUT => buy futures, sell ETF
2023-03-11 10:01:40.607114 [INFO   ] [AUTO] Trade tick: 116
2023-03-11 10:01:40.705979 [INFO   ] [AUTO] Trade tick: 117
2023-03-11 10:01:41.165129 [INFO   ] [AUTO] Trade tick: 118
2023-03-11 10:01:41.166231 [INFO   ] [AUTO] Pairwise opportunity, ETF > FUT => buy futures, sell ETF
2023-03-11 10:01:41.268221 [INFO   ] [AUTO] Trade tick: 119
2023-03-11 10:01:41.456152 [INFO   ] [AUTO] Pairwise opportunity, ETF > FUT => buy futures, sell ETF
2023-03-11 10:01:41.698607 [INFO   ] [AUTO] Pairwise opportunity, ETF > FUT => buy futures, sell ETF
2023-03-11 10:01:41.970252 [INFO   ] [AUTO] Pairwise opportunity, ETF > FUT => buy futures, sell ETF
2023-03-11 10:01:42.199691 [INFO   ] [AUTO] Pairwise opportunity, ETF > FUT => buy futures, sell ETF
2023-03-11 10:01:42.479433 [INFO   ] [AUTO] Pairwise opportunity, ETF > FUT => buy futures, sell ETF
2023-03-11 10:01:42.704214 [INFO   ] [AUTO] Trade tick: 120
2023-03-11 10:01:42.717471 [INFO   ] [AUTO] Pairwise opportunity, ETF > FUT => buy futures, sell ETF
2023-03-11 10:01:42.808645 [INFO   ] [AUTO] Trade tick: 121
2023-03-11 10:01:42.961824 [INFO   ] [AUTO] Trade tick: 122
2023-03-11 10:01:42.966763 [INFO   ] [AUTO] Pairwise opportunity, ETF > FUT => buy futures, sell ETF
2023-03-11 10:01:43.070922 [INFO   ] [AUTO] Trade tick: 123
2023-03-11 10:01:43.220219 [INFO   ] [AUTO] Pairwise opportunity, ETF > FUT => buy futures, sell ETF
2023-03-11 10:01:43.416648 [INFO   ] [AUTO] Pairwise opportunity, ETF > FUT => buy futures, sell ETF
2023-03-11 10:01:43.729836 [INFO   ] [AUTO] Pairwise opportunity, ETF > FUT => buy futures, sell ETF
2023-03-11 10:01:44.010388 [INFO   ] [AUTO] Pairwise opportunity, ETF > FUT => buy futures, sell ETF
2023-03-11 10:01:44.189225 [INFO   ] [AUTO] Pairwise opportunity, ETF > FUT => buy futures, sell ETF
2023-03-11 10:01:44.712215 [INFO   ] [AUTO] Trade tick: 124
2023-03-11 10:01:45.503364 [INFO   ] [AUTO] Trade tick: 125
2023-03-11 10:01:46.308864 [INFO   ] [AUTO] Trade tick: 126
2023-03-11 10:01:46.917020 [INFO   ] [AUTO] Trade tick: 127
2023-03-11 10:01:47.265989 [INFO   ] [AUTO] Trade tick: 128
2023-03-11 10:01:47.859150 [INFO   ] [AUTO] Trade tick: 129
2023-03-11 10:01:48.661924 [INFO   ] [AUTO] Trade tick: 130
2023-03-11 10:01:48.695226 [INFO   ] [AUTO] Pairwise opportunity, ETF > FUT => buy futures, sell ETF
2023-03-11 10:01:48.814879 [INFO   ] [AUTO] Trade tick: 131
2023-03-11 10:01:49.074246 [INFO   ] [AUTO] Trade tick: 132
2023-03-11 10:01:49.553052 [INFO   ] [AUTO] Trade tick: 133
2023-03-11 10:01:49.819630 [INFO   ] [AUTO] Trade tick: 134
2023-03-11 10:01:50.014581 [INFO   ] [AUTO] Trade tick: 135
2023-03-11 10:01:50.107475 [INFO   ] [AUTO] Trade tick: 136
2023-03-11 10:01:51.120091 [INFO   ] [AUTO] Trade tick: 137
2023-03-11 10:01:52.856335 [INFO   ] [AUTO] Trade tick: 138
2023-03-11 10:01:52.986450 [INFO   ] [AUTO] Pairwise opportunity, ETF > FUT => buy futures, sell ETF
2023-03-11 10:01:53.257442 [INFO   ] [AUTO] Trade tick: 139
2023-03-11 10:01:53.464098 [INFO   ] [AUTO] Pairwise opportunity, ETF > FUT => buy futures, sell ETF
2023-03-11 10:01:53.716906 [INFO   ] [AUTO] Pairwise opportunity, ETF > FUT => buy futures, sell ETF
2023-03-11 10:01:53.817394 [INFO   ] [AUTO] Trade tick: 140
2023-03-11 10:01:53.903061 [INFO   ] [AUTO] Trade tick: 141
2023-03-11 10:01:54.706046 [INFO   ] [AUTO] Pairwise opportunity, ETF > FUT => buy futures, sell ETF
2023-03-11 10:01:54.918641 [INFO   ] [AUTO] Pairwise opportunity, ETF > FUT => buy futures, sell ETF
2023-03-11 10:01:55.506033 [INFO   ] [AUTO] Pairwise opportunity, ETF > FUT => buy futures, sell ETF
2023-03-11 10:01:55.514169 [INFO   ] [AUTO] Trade tick: 142
2023-03-11 10:01:55.667032 [INFO   ] [AUTO] Pairwise opportunity, ETF > FUT => buy futures, sell ETF
2023-03-11 10:01:55.818558 [INFO   ] [AUTO] Trade tick: 143
2023-03-11 10:01:56.244341 [INFO   ] [AUTO] Pairwise opportunity, ETF > FUT => buy futures, sell ETF
2023-03-11 10:01:56.457900 [INFO   ] [AUTO] Pairwise opportunity, ETF > FUT => buy futures, sell ETF
2023-03-11 10:01:56.811235 [INFO   ] [AUTO] Trade tick: 144
2023-03-11 10:01:57.066184 [INFO   ] [AUTO] Trade tick: 145
2023-03-11 10:01:57.438294 [INFO   ] [AUTO] Pairwise opportunity, ETF > FUT => buy futures, sell ETF
2023-03-11 10:01:57.706105 [INFO   ] [AUTO] Pairwise opportunity, ETF > FUT => buy futures, sell ETF
2023-03-11 10:01:57.987340 [INFO   ] [AUTO] Pairwise opportunity, ETF > FUT => buy futures, sell ETF
2023-03-11 10:01:58.071689 [INFO   ] [AUTO] Trade tick: 146
2023-03-11 10:01:59.437219 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:01:59.437224 [INFO   ] [AUTO] Buy vol: 1 order: 13
2023-03-11 10:01:59.437429 [INFO   ] [AUTO] order 13 filled for 1 lots at $147400 cents
2023-03-11 10:01:59.437464 [INFO   ] [AUTO] Trade tick: 147
2023-03-11 10:01:59.437533 [INFO   ] [AUTO] hedge order 14 filled for 1 lots at $147600 average price in cents
2023-03-11 10:01:59.967966 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:01:59.967973 [INFO   ] [AUTO] Buy vol: 57 order: 15
2023-03-11 10:01:59.968150 [INFO   ] [AUTO] order 15 filled for 57 lots at $147600 cents
2023-03-11 10:01:59.968183 [INFO   ] [AUTO] Trade tick: 148
2023-03-11 10:01:59.968255 [INFO   ] [AUTO] hedge order 16 filled for 57 lots at $147800 average price in cents
2023-03-11 10:02:00.018515 [INFO   ] [AUTO] Trade tick: 149
2023-03-11 10:02:00.171081 [INFO   ] [AUTO] Trade tick: 150
2023-03-11 10:02:00.242411 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:02:00.242416 [INFO   ] [AUTO] Buy vol: 83 order: 17
2023-03-11 10:02:00.245191 [INFO   ] [AUTO] order 17 filled for 83 lots at $147900 cents
2023-03-11 10:02:00.245328 [INFO   ] [AUTO] Trade tick: 151
2023-03-11 10:02:00.245348 [INFO   ] [AUTO] Trade tick: 152
2023-03-11 10:02:00.245476 [INFO   ] [AUTO] hedge order 18 filled for 83 lots at $148500 average price in cents
2023-03-11 10:02:00.322651 [INFO   ] [AUTO] Trade tick: 153
2023-03-11 10:02:00.421463 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:02:00.421467 [INFO   ] [AUTO] Buy vol: 17 order: 19
2023-03-11 10:02:00.421623 [INFO   ] [AUTO] Trade tick: 154
2023-03-11 10:02:00.421630 [INFO   ] [AUTO] order 19 filled for 17 lots at $148000 cents
2023-03-11 10:02:00.421747 [INFO   ] [AUTO] hedge order 20 filled for 17 lots at $148200 average price in cents
2023-03-11 10:02:00.977325 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:02:00.977331 [INFO   ] [AUTO] Buy vol: 42 order: 21
2023-03-11 10:02:00.977547 [INFO   ] [AUTO] order 21 filled for 42 lots at $148100 cents
2023-03-11 10:02:00.977587 [INFO   ] [AUTO] Trade tick: 155
2023-03-11 10:02:00.977674 [INFO   ] [AUTO] hedge order 22 filled for 42 lots at $148200 average price in cents
2023-03-11 10:02:01.189946 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:02:01.431403 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:02:01.655242 [INFO   ] [AUTO] Trade tick: 156
2023-03-11 10:02:01.703673 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:02:01.709365 [INFO   ] [AUTO] Trade tick: 157
2023-03-11 10:02:01.916632 [INFO   ] [AUTO] Trade tick: 158
2023-03-11 10:02:01.960439 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:02:02.196208 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:02:02.252970 [INFO   ] [AUTO] Trade tick: 159
2023-03-11 10:02:02.414467 [INFO   ] [AUTO] Trade tick: 160
2023-03-11 10:02:02.513608 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:02:02.692327 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:02:02.823985 [INFO   ] [AUTO] Trade tick: 161
2023-03-11 10:02:02.824005 [INFO   ] [AUTO] Trade tick: 162
2023-03-11 10:02:02.907233 [INFO   ] [AUTO] Trade tick: 163
2023-03-11 10:02:02.958648 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:02:03.228570 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:02:03.355283 [INFO   ] [AUTO] Trade tick: 164
2023-03-11 10:02:03.504739 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:02:03.559334 [INFO   ] [AUTO] Trade tick: 165
2023-03-11 10:02:03.689561 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:02:03.958561 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
2023-03-11 10:02:04.215099 [INFO   ] [AUTO] Pairwise opportunity, FUT > ETF => buy ETF, sell futures
