Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
1.295098,Team666_666888,Tick,0,0,0,0,126700,126700,0,0,0,OK
1.295098,TradeSome_26830,Tick,0,7,-7,7,126700,126700,-89,789,789,OK
1.295098,MelbourneMarkets_150344,Tick,0,50,-50,50,126700,126700,-634,5534,5534,OK
1.295098,JVsMedallionToTheMoonFund_16,Tick,0,0,0,0,126700,126700,0,0,0,OK
1.295098,dpgobrrr_10419,Tick,0,0,0,0,126700,126700,0,0,0,OK
1.295098,hansolo_2159,Tick,0,14,-14,0,126700,126700,-177,1768377,-5423,OK
1.295098,EagleOne_660000,Tick,80,0,80,-80,126700,126700,2026,-15226,-15226,OK
1.295098,LeoPowder_123456,Tick,0,20,-20,20,126700,126700,-254,1254,1254,OK
1.50546,Team666_666888,Tick,0,0,0,0,126700,126800,0,0,0,OK
1.50546,TradeSome_26830,Tick,0,7,-7,7,126700,126800,-89,789,1489,OK
1.50546,MelbourneMarkets_150344,Tick,0,50,-50,50,126700,126800,-634,5534,10534,OK
1.50546,JVsMedallionToTheMoonFund_16,Tick,0,0,0,0,126700,126800,0,0,0,OK
1.50546,dpgobrrr_10419,Tick,0,0,0,0,126700,126800,0,0,0,OK
1.50546,hansolo_2159,Tick,0,14,-14,0,126700,126800,-177,1768377,-5423,OK
1.50546,EagleOne_660000,Tick,80,0,80,-80,126700,126800,2026,-15226,-23226,OK
1.50546,LeoPowder_123456,Tick,0,20,-20,20,126700,126800,-254,1254,3254,OK
1.761868,Team666_666888,Tick,0,0,0,0,126700,126800,0,0,0,OK
1.761868,TradeSome_26830,Tick,0,7,-7,7,126700,126800,-89,789,1489,OK
1.761868,MelbourneMarkets_150344,Tick,0,50,-50,50,126700,126800,-634,5534,10534,OK
1.761868,JVsMedallionToTheMoonFund_16,Tick,0,0,0,0,126700,126800,0,0,0,OK
1.761868,dpgobrrr_10419,Tick,0,0,0,0,126700,126800,0,0,0,OK
1.761868,hansolo_2159,Tick,0,14,-14,0,126700,126800,-177,1768377,-5423,OK
1.761868,EagleOne_660000,Tick,80,0,80,-80,126700,126800,2026,-15226,-23226,OK
1.761868,LeoPowder_123456,Tick,0,20,-20,20,126700,126800,-254,1254,3254,OK
1.991438,Team666_666888,Tick,0,0,0,0,126700,126800,0,0,0,OK
1.991438,TradeSome_26830,Tick,0,7,-7,7,126700,126800,-89,789,1489,OK
1.991438,MelbourneMarkets_150344,Tick,0,50,-50,50,126700,126800,-634,5534,10534,OK
1.991438,JVsMedallionToTheMoonFund_16,Tick,0,0,0,0,126700,126800,0,0,0,OK
1.991438,dpgobrrr_10419,Tick,0,0,0,0,126700,126800,0,0,0,OK
1.991438,hansolo_2159,Tick,0,14,-14,0,126700,126800,-177,1768377,-5423,OK
1.991438,EagleOne_660000,Tick,80,0,80,-80,126700,126800,2026,-15226,-23226,OK
1.991438,LeoPowder_123456,Tick,0,20,-20,20,126700,126800,-254,1254,3254,OK
2.245961,Team666_666888,Tick,0,0,0,0,126700,126800,0,0,0,OK
2.245961,TradeSome_26830,Tick,0,7,-7,7,126700,126800,-89,789,1489,OK
2.245961,MelbourneMarkets_150344,Tick,0,50,-50,50,126700,126800,-634,5534,10534,OK
2.245961,JVsMedallionToTheMoonFund_16,Tick,0,0,0,0,126700,126800,0,0,0,OK
2.245961,dpgobrrr_10419,Tick,0,0,0,0,126700,126800,0,0,0,OK
2.245961,hansolo_2159,Tick,0,14,-14,0,126700,126800,-177,1768377,-5423,OK
2.245961,EagleOne_660000,Tick,80,0,80,-80,126700,126800,2026,-15226,-23226,OK
2.245961,LeoPowder_123456,Tick,0,20,-20,20,126700,126800,-254,1254,3254,OK
2.48447,Team666_666888,Tick,0,0,0,0,126700,126800,0,0,0,OK
2.48447,TradeSome_26830,Tick,0,7,-7,7,126700,126800,-89,789,1489,OK
2.48447,MelbourneMarkets_150344,Tick,0,50,-50,50,126700,126800,-634,5534,10534,OK
2.48447,JVsMedallionToTheMoonFund_16,Tick,0,0,0,0,126700,126800,0,0,0,OK
2.48447,dpgobrrr_10419,Tick,0,0,0,0,126700,126800,0,0,0,OK
2.48447,hansolo_2159,Tick,0,14,-14,0,126700,126800,-177,1768377,-5423,OK
2.48447,EagleOne_660000,Tick,80,0,80,-80,126700,126800,2026,-15226,-23226,OK
2.48447,LeoPowder_123456,Tick,0,20,-20,20,126700,126800,-254,1254,3254,OK
2.790797,Team666_666888,Tick,0,0,0,0,126700,126800,0,0,0,OK
2.790797,TradeSome_26830,Tick,0,7,-7,7,126700,126800,-89,789,1489,OK
2.790797,MelbourneMarkets_150344,Tick,0,50,-50,50,126700,126800,-634,5534,10534,OK
2.790797,JVsMedallionToTheMoonFund_16,Tick,0,0,0,0,126700,126800,0,0,0,OK
2.790797,dpgobrrr_10419,Tick,0,0,0,0,126700,126800,0,0,0,OK
2.790797,hansolo_2159,Tick,0,14,-14,0,126700,126800,-177,1768377,-5423,OK
2.790797,EagleOne_660000,Tick,80,0,80,-80,126700,126800,2026,-15226,-23226,OK
2.790797,LeoPowder_123456,Tick,0,20,-20,20,126700,126800,-254,1254,3254,OK
2.972956,Team666_666888,Tick,0,0,0,0,126700,127300,0,0,0,OK
2.972956,TradeSome_26830,Tick,0,7,-7,7,126700,127300,-89,789,2574,OK
2.972956,MelbourneMarkets_150344,Tick,0,50,-50,50,126700,127300,-634,5534,18284,OK
2.972956,JVsMedallionToTheMoonFund_16,Tick,0,0,0,0,126700,127300,0,0,0,OK
2.972956,dpgobrrr_10419,Tick,0,0,0,0,126700,127300,0,0,0,OK
2.972956,hansolo_2159,Tick,0,14,-14,0,126700,127300,-177,1768377,-10253,OK
2.972956,EagleOne_660000,Tick,80,0,80,-80,126700,127300,2026,-15226,-35626,OK
2.972956,LeoPowder_123456,Tick,0,20,-20,20,126700,127300,-254,1254,6354,OK
3.265662,Team666_666888,Tick,0,0,0,0,126700,127200,0,0,0,OK
3.265662,TradeSome_26830,Tick,0,7,-7,7,126700,127200,-89,789,2567,OK
3.265662,MelbourneMarkets_150344,Tick,0,50,-50,50,126700,127200,-634,5534,18234,OK
3.265662,JVsMedallionToTheMoonFund_16,Tick,0,0,0,0,126700,127200,0,0,0,OK
3.265662,dpgobrrr_10419,Tick,0,0,0,0,126700,127200,0,0,0,OK
3.265662,hansolo_2159,Tick,0,14,-14,0,126700,127200,-177,1768377,-8867,OK
3.265662,EagleOne_660000,Tick,80,0,80,-80,126700,127200,2026,-15226,-35546,OK
3.265662,LeoPowder_123456,Tick,0,20,-20,20,126700,127200,-254,1254,6334,OK
3.512576,Team666_666888,Tick,0,0,0,0,127500,127200,0,0,0,OK
3.512576,TradeSome_26830,Tick,0,7,-7,7,127500,127200,-89,789,-989,OK
3.512576,MelbourneMarkets_150344,Tick,0,50,-50,50,127500,127200,-634,5534,-7166,OK
3.512576,JVsMedallionToTheMoonFund_16,Tick,0,0,0,0,127500,127200,0,0,0,OK
3.512576,dpgobrrr_10419,Tick,0,0,0,0,127500,127200,0,0,0,OK
3.512576,hansolo_2159,Tick,0,14,-14,0,127500,127200,-177,1768377,-15979,OK
3.512576,EagleOne_660000,Tick,80,7,73,-73,127500,127200,1937,-15137,3405,OK
3.512576,LeoPowder_123456,Tick,0,20,-20,20,127500,127200,-254,1254,-3826,OK
3.775655,Team666_666888,Tick,0,0,0,0,127500,127400,0,0,0,OK
3.775655,TradeSome_26830,Tick,0,7,-7,7,127500,127400,-89,789,89,OK
3.775655,MelbourneMarkets_150344,Tick,0,50,-50,50,127500,127400,-634,5534,534,OK
3.775655,JVsMedallionToTheMoonFund_16,Tick,0,0,0,0,127500,127400,0,0,0,OK
3.775655,dpgobrrr_10419,Tick,0,0,0,0,127500,127400,0,0,0,OK
3.775655,hansolo_2159,Tick,0,14,-14,0,127500,127400,-177,1768377,-16623,OK
3.775655,EagleOne_660000,Tick,80,7,73,-73,127500,127400,1937,-15137,-7837,OK
3.775655,LeoPowder_123456,Tick,0,20,-20,20,127500,127400,-254,1254,-746,OK
4.048966,Team666_666888,Tick,0,0,0,0,127500,127400,0,0,0,OK
4.048966,TradeSome_26830,Tick,0,7,-7,7,127500,127400,-89,789,89,OK
4.048966,MelbourneMarkets_150344,Tick,0,50,-50,50,127500,127400,-634,5534,534,OK
4.048966,JVsMedallionToTheMoonFund_16,Tick,0,0,0,0,127500,127400,0,0,0,OK
4.048966,dpgobrrr_10419,Tick,0,0,0,0,127500,127400,0,0,0,OK
4.048966,hansolo_2159,Tick,0,14,-14,0,127500,127400,-177,1768377,-16623,OK
4.048966,EagleOne_660000,Tick,80,7,73,-73,127500,127400,1937,-15137,-7837,OK
4.048966,LeoPowder_123456,Tick,0,20,-20,20,127500,127400,-254,1254,-746,OK
4.243592,Team666_666888,Tick,0,0,0,0,127500,127600,0,0,0,OK
4.243592,TradeSome_26830,Tick,0,7,-7,7,127500,127600,-89,789,1489,OK
4.243592,MelbourneMarkets_150344,Tick,0,50,-50,50,127500,127600,-634,5534,10534,OK
4.243592,JVsMedallionToTheMoonFund_16,Tick,0,0,0,0,127500,127600,0,0,0,OK
4.243592,dpgobrrr_10419,Tick,0,0,0,0,127500,127600,0,0,0,OK
4.243592,hansolo_2159,Tick,0,14,-14,0,127500,127600,-177,1768377,-16623,OK
4.243592,EagleOne_660000,Tick,80,7,73,-73,127500,127600,1937,-15137,-22437,OK
4.243592,LeoPowder_123456,Tick,0,20,-20,20,127500,127600,-254,1254,3254,OK
4.48221,Team666_666888,Tick,0,0,0,0,127800,127600,0,0,0,OK
4.48221,TradeSome_26830,Tick,0,7,-7,7,127800,127600,-89,789,-611,OK
4.48221,MelbourneMarkets_150344,Tick,0,50,-50,50,127800,127600,-634,5534,-4466,OK
4.48221,JVsMedallionToTheMoonFund_16,Tick,0,0,0,0,127800,127600,0,0,0,OK
4.48221,dpgobrrr_10419,Tick,0,0,0,0,127800,127600,0,0,0,OK
4.48221,hansolo_2159,Tick,0,14,-14,0,127800,127600,-177,1768377,-20823,OK
4.48221,EagleOne_660000,Tick,90,7,83,-83,127800,127600,2193,-17393,-793,OK
4.48221,LeoPowder_123456,Tick,0,30,-30,30,127800,127600,-382,2382,-3618,OK
4.737688,Team666_666888,Tick,0,0,0,0,127800,127700,0,0,0,OK
4.737688,TradeSome_26830,Tick,0,7,-7,7,127800,127700,-89,789,89,OK
4.737688,MelbourneMarkets_150344,Tick,0,50,-50,50,127800,127700,-634,5534,534,OK
4.737688,JVsMedallionToTheMoonFund_16,Tick,0,0,0,0,127800,127700,0,0,0,OK
4.737688,dpgobrrr_10419,Tick,0,0,0,0,127800,127700,0,0,0,OK
4.737688,hansolo_2159,Tick,0,14,-14,0,127800,127700,-177,1768377,-20823,OK
4.737688,EagleOne_660000,Tick,90,7,83,-83,127800,127700,2193,-17393,-9093,OK
4.737688,LeoPowder_123456,Tick,0,30,-30,30,127800,127700,-382,2382,-618,OK
5.005257,Team666_666888,Tick,0,0,0,0,127800,127700,0,0,0,OK
5.005257,TradeSome_26830,Tick,0,7,-7,7,127800,127700,-89,789,89,OK
5.005257,MelbourneMarkets_150344,Tick,0,50,-50,50,127800,127700,-634,5534,534,OK
5.005257,JVsMedallionToTheMoonFund_16,Tick,0,0,0,0,127800,127700,0,0,0,OK
5.005257,dpgobrrr_10419,Tick,0,0,0,0,127800,127700,0,0,0,OK
5.005257,hansolo_2159,Tick,0,14,-14,0,127800,127700,-177,1768377,-20823,OK
5.005257,EagleOne_660000,Tick,90,7,83,-83,127800,127700,2193,-17393,-9093,OK
5.005257,LeoPowder_123456,Tick,0,30,-30,30,127800,127700,-382,2382,-618,OK
5.256584,Team666_666888,Tick,0,0,0,0,127800,128000,0,0,0,OK
5.256584,TradeSome_26830,Tick,0,7,-7,7,127800,128000,-89,789,2189,OK
5.256584,MelbourneMarkets_150344,Tick,0,50,-50,50,127800,128000,-634,5534,15534,OK
5.256584,JVsMedallionToTheMoonFund_16,Tick,0,0,0,0,127800,128000,0,0,0,OK
5.256584,dpgobrrr_10419,Tick,0,0,0,0,127800,128000,0,0,0,OK
5.256584,hansolo_2159,Tick,0,14,-14,0,127800,128000,-177,1768377,-20823,OK
5.256584,EagleOne_660000,Tick,90,7,83,-83,127800,128000,2193,-17393,-33993,OK
5.256584,LeoPowder_123456,Tick,0,30,-30,30,127800,128000,-382,2382,8382,OK
5.508976,Team666_666888,Tick,10,0,10,0,127900,128000,256,-1279256,-256,OK
5.508976,TradeSome_26830,Tick,0,60,-60,60,127900,128000,-767,-14433,-8433,OK
5.508976,MelbourneMarkets_150344,Tick,0,50,-50,50,127900,128000,-634,5534,10534,OK
5.508976,JVsMedallionToTheMoonFund_16,Tick,0,0,0,0,127900,128000,0,0,0,OK
5.508976,dpgobrrr_10419,Tick,0,0,0,0,127900,128000,0,0,0,OK
5.508976,hansolo_2159,Tick,64,14,50,-50,127900,128000,1460,-13860,-18860,OK
5.508976,EagleOne_660000,Tick,90,28,62,-62,127900,128000,1924,-23424,-29624,OK
5.508976,LeoPowder_123456,Tick,0,30,-30,30,127900,128000,-382,2382,5382,OK
5.70429,Team666_666888,Tick,10,0,10,0,127900,128000,256,-1279256,-256,OK
5.70429,TradeSome_26830,Tick,0,60,-60,60,127900,128000,-767,-14433,-8433,OK
5.70429,MelbourneMarkets_150344,Tick,0,50,-50,50,127900,128000,-634,5534,10534,OK
5.70429,JVsMedallionToTheMoonFund_16,Tick,0,0,0,0,127900,128000,0,0,0,OK
5.70429,dpgobrrr_10419,Tick,0,0,0,0,127900,128000,0,0,0,OK
5.70429,hansolo_2159,Tick,64,14,50,-50,127900,128000,1460,-13860,-18860,OK
5.70429,EagleOne_660000,Tick,90,28,62,-62,127900,128000,1924,-23424,-29624,OK
5.70429,LeoPowder_123456,Tick,0,30,-30,30,127900,128000,-382,2382,5382,OK
6.000942,Team666_666888,Tick,10,0,10,-10,128000,128000,256,1744,1744,OK
6.000942,TradeSome_26830,Tick,0,60,-60,60,128000,128000,-767,-14433,-14433,OK
6.000942,MelbourneMarkets_150344,Tick,30,50,-20,20,128000,128000,134,7766,7766,OK
6.000942,JVsMedallionToTheMoonFund_16,Tick,0,0,0,0,128000,128000,0,0,0,OK
6.000942,dpgobrrr_10419,Tick,0,30,-30,30,128000,128000,-384,-5616,-5616,OK
6.000942,hansolo_2159,Tick,64,14,50,-50,128000,128000,1460,-13860,-13860,OK
6.000942,EagleOne_660000,Tick,90,28,62,-62,128000,128000,1924,-23424,-23424,OK
6.000942,LeoPowder_123456,Tick,0,30,-30,30,128000,128000,-382,2382,2382,OK
6.284988,Team666_666888,Tick,10,0,10,-10,127800,128000,256,1744,-256,OK
6.284988,TradeSome_26830,Tick,0,60,-60,60,127800,128000,-767,-14433,-2433,OK
6.284988,MelbourneMarkets_150344,Tick,30,50,-20,20,127800,128000,134,7766,11766,OK
6.284988,JVsMedallionToTheMoonFund_16,Tick,0,0,0,0,127800,128000,0,0,0,OK
6.284988,dpgobrrr_10419,Tick,1,30,-29,29,127800,128000,-397,-5603,197,OK
6.284988,hansolo_2159,Tick,64,14,50,-50,127800,128000,1460,-13860,-23860,OK
6.284988,EagleOne_660000,Tick,90,28,62,-62,127800,128000,1924,-23424,-35824,OK
6.284988,LeoPowder_123456,Tick,10,30,-20,20,127800,128000,-510,2510,6510,OK
6.496599,Team666_666888,Tick,10,0,10,-10,127500,128000,256,1744,-816,OK
6.496599,TradeSome_26830,Tick,0,60,-60,60,127500,128000,-767,-14433,927,OK
6.496599,MelbourneMarkets_150344,Tick,100,50,50,-50,127500,128000,-759,15659,2859,OK
6.496599,JVsMedallionToTheMoonFund_16,Tick,40,0,40,0,127500,128000,-510,-5099490,10270,OK
6.496599,dpgobrrr_10419,Tick,30,30,0,0,127500,128000,-768,-5232,-5232,OK
6.496599,hansolo_2159,Tick,64,14,50,-50,127500,128000,1460,-13860,-26660,OK
6.496599,EagleOne_660000,Tick,90,28,62,-62,127500,128000,1924,-23424,-39296,OK
6.496599,LeoPowder_123456,Tick,20,30,-10,10,127500,128000,-638,4638,7198,OK
6.795641,Team666_666888,Tick,10,0,10,-10,127500,127700,256,1744,-256,OK
6.795641,TradeSome_26830,Tick,0,60,-60,60,127500,127700,-767,-14433,-2433,OK
6.795641,MelbourneMarkets_150344,Tick,100,50,50,-50,127500,127700,-759,15659,5659,OK
6.795641,JVsMedallionToTheMoonFund_16,Tick,40,0,40,-40,127500,127700,-510,12510,4510,OK
6.795641,dpgobrrr_10419,Tick,30,30,0,0,127500,127700,-768,-5232,-5232,OK
6.795641,hansolo_2159,Tick,64,14,50,-50,127500,127700,1460,-13860,-23860,OK
6.795641,EagleOne_660000,Tick,90,28,62,-62,127500,127700,1924,-23424,-35824,OK
6.795641,LeoPowder_123456,Tick,20,30,-10,10,127500,127700,-638,4638,6638,OK
6.967167,Team666_666888,Tick,10,0,10,-10,127800,127700,256,1744,2744,OK
6.967167,TradeSome_26830,Tick,0,60,-60,60,127800,127700,-767,-14433,-20433,OK
6.967167,MelbourneMarkets_150344,Tick,100,115,-15,15,127800,127700,-1590,16490,14990,OK
6.967167,JVsMedallionToTheMoonFund_16,Tick,40,0,40,-40,127800,127700,-510,12510,16510,OK
6.967167,dpgobrrr_10419,Tick,30,30,0,0,127800,127700,-768,-5232,-5232,OK
6.967167,hansolo_2159,Tick,64,14,50,-50,127800,127700,1460,-13860,-8860,OK
6.967167,EagleOne_660000,Tick,90,28,62,-62,127800,127700,1924,-23424,-17224,OK
6.967167,LeoPowder_123456,Tick,20,30,-10,10,127800,127700,-638,4638,3638,OK
7.224408,Team666_666888,Tick,10,0,10,-10,127800,127600,256,1744,3744,OK
7.224408,TradeSome_26830,Tick,0,60,-60,60,127800,127600,-767,-14433,-26433,OK
7.224408,MelbourneMarkets_150344,Tick,100,123,-23,23,127800,127600,-1692,17392,12792,OK
7.224408,JVsMedallionToTheMoonFund_16,Tick,40,0,40,-40,127800,127600,-510,12510,20510,OK
7.224408,dpgobrrr_10419,Tick,30,30,0,0,127800,127600,-768,-5232,-5232,OK
7.224408,hansolo_2159,Tick,64,14,50,-50,127800,127600,1460,-13860,-3860,OK
7.224408,EagleOne_660000,Tick,98,28,70,-70,127800,127600,2128,-26828,-12828,OK
7.224408,LeoPowder_123456,Tick,20,30,-10,10,127800,127600,-638,4638,2638,OK
7.467013,Team666_666888,Tick,10,0,10,-10,127800,127600,256,1744,3744,OK
7.467013,TradeSome_26830,Tick,0,60,-60,60,127800,127600,-767,-14433,-26433,OK
7.467013,MelbourneMarkets_150344,Tick,100,123,-23,23,127800,127600,-1692,17392,12792,OK
7.467013,JVsMedallionToTheMoonFund_16,Tick,40,0,40,-40,127800,127600,-510,12510,20510,OK
7.467013,dpgobrrr_10419,Tick,30,30,0,0,127800,127600,-768,-5232,-5232,OK
7.467013,hansolo_2159,Tick,64,14,50,-50,127800,127600,1460,-13860,-3860,OK
7.467013,EagleOne_660000,Tick,98,28,70,-70,127800,127600,2128,-26828,-12828,OK
7.467013,LeoPowder_123456,Tick,20,30,-10,10,127800,127600,-638,4638,2638,OK
7.754389,Team666_666888,Tick,10,0,10,-10,127300,127600,256,1744,-806,OK
7.754389,TradeSome_26830,Tick,0,60,-60,60,127300,127600,-767,-14433,867,OK
7.754389,MelbourneMarkets_150344,Tick,131,123,8,-8,127300,127600,-2087,27087,25047,OK
7.754389,JVsMedallionToTheMoonFund_16,Tick,40,0,40,-40,127300,127600,-510,12510,2310,OK
7.754389,dpgobrrr_10419,Tick,30,30,0,0,127300,127600,-768,-5232,-5232,OK
7.754389,hansolo_2159,Tick,64,14,50,-50,127300,127600,1460,-13860,-26610,OK
7.754389,EagleOne_660000,Tick,98,28,70,-70,127300,127600,2128,-26828,-44678,OK
7.754389,LeoPowder_123456,Tick,30,30,0,0,127300,127600,-765,7765,7765,OK
7.975934,Team666_666888,Tick,10,0,10,-10,127300,127600,256,1744,-806,OK
7.975934,TradeSome_26830,Tick,0,60,-60,60,127300,127600,-767,-14433,867,OK
7.975934,MelbourneMarkets_150344,Tick,131,123,8,-8,127300,127600,-2087,27087,25047,OK
7.975934,JVsMedallionToTheMoonFund_16,Tick,40,0,40,-40,127300,127600,-510,12510,2310,OK
7.975934,dpgobrrr_10419,Tick,30,30,0,0,127300,127600,-768,-5232,-5232,OK
7.975934,hansolo_2159,Tick,64,14,50,-50,127300,127600,1460,-13860,-26610,OK
7.975934,EagleOne_660000,Tick,98,28,70,-70,127300,127600,2128,-26828,-44678,OK
7.975934,LeoPowder_123456,Tick,30,30,0,0,127300,127600,-765,7765,7765,OK
8.21817,Team666_666888,Tick,10,0,10,-10,127300,127600,256,1744,-806,OK
8.21817,TradeSome_26830,Tick,0,60,-60,60,127300,127600,-767,-14433,867,OK
8.21817,MelbourneMarkets_150344,Tick,131,123,8,-8,127300,127600,-2087,27087,25047,OK
8.21817,JVsMedallionToTheMoonFund_16,Tick,40,0,40,-40,127300,127600,-510,12510,2310,OK
8.21817,dpgobrrr_10419,Tick,30,30,0,0,127300,127600,-768,-5232,-5232,OK
8.21817,hansolo_2159,Tick,64,14,50,-50,127300,127600,1460,-13860,-26610,OK
8.21817,EagleOne_660000,Tick,98,28,70,-70,127300,127600,2128,-26828,-44678,OK
8.21817,LeoPowder_123456,Tick,30,30,0,0,127300,127600,-765,7765,7765,OK
8.486201,Team666_666888,Tick,10,0,10,-10,127300,127400,256,1744,744,OK
8.486201,TradeSome_26830,Tick,0,60,-60,60,127300,127400,-767,-14433,-8433,OK
8.486201,MelbourneMarkets_150344,Tick,131,123,8,-8,127300,127400,-2087,27087,26287,OK
8.486201,JVsMedallionToTheMoonFund_16,Tick,40,0,40,-40,127300,127400,-510,12510,8510,OK
8.486201,dpgobrrr_10419,Tick,30,30,0,0,127300,127400,-768,-5232,-5232,OK
8.486201,hansolo_2159,Tick,64,14,50,-50,127300,127400,1460,-13860,-18860,OK
8.486201,EagleOne_660000,Tick,98,28,70,-70,127300,127400,2128,-26828,-33828,OK
8.486201,LeoPowder_123456,Tick,30,30,0,0,127300,127400,-765,7765,7765,OK
8.768907,Team666_666888,Tick,10,0,10,-10,127800,127400,256,1744,4294,OK
8.768907,TradeSome_26830,Tick,0,60,-60,60,127800,127400,-767,-14433,-29733,OK
8.768907,MelbourneMarkets_150344,Tick,131,133,-2,2,127800,127400,-2215,28215,27705,OK
8.768907,JVsMedallionToTheMoonFund_16,Tick,40,0,40,-40,127800,127400,-510,12510,22710,OK
8.768907,dpgobrrr_10419,Tick,30,30,0,0,127800,127400,-768,-5232,-5232,OK
8.768907,hansolo_2159,Tick,64,14,50,-50,127800,127400,1460,-13860,-1110,OK
8.768907,EagleOne_660000,Tick,108,28,80,-80,127800,127400,2384,-29084,-8684,OK
8.768907,LeoPowder_123456,Tick,30,30,0,0,127800,127400,-765,7765,7765,OK
9.021815,Team666_666888,Tick,10,0,10,-10,127800,127400,256,1744,4294,OK
9.021815,TradeSome_26830,Tick,0,60,-60,60,127800,127400,-767,-14433,-29733,OK
9.021815,MelbourneMarkets_150344,Tick,131,133,-2,2,127800,127400,-2215,28215,27705,OK
9.021815,JVsMedallionToTheMoonFund_16,Tick,40,0,40,-40,127800,127400,-510,12510,22710,OK
9.021815,dpgobrrr_10419,Tick,30,30,0,0,127800,127400,-768,-5232,-5232,OK
9.021815,hansolo_2159,Tick,64,14,50,-50,127800,127400,1460,-13860,-1110,OK
9.021815,EagleOne_660000,Tick,108,28,80,-80,127800,127400,2384,-29084,-8684,OK
9.021815,LeoPowder_123456,Tick,30,30,0,0,127800,127400,-765,7765,7765,OK
9.236383,Team666_666888,Tick,10,0,10,-10,127800,127800,256,1744,1744,OK
9.236383,TradeSome_26830,Tick,0,60,-60,60,127800,127800,-767,-14433,-14433,OK
9.236383,MelbourneMarkets_150344,Tick,131,133,-2,2,127800,127800,-2215,28215,28215,OK
9.236383,JVsMedallionToTheMoonFund_16,Tick,40,0,40,-40,127800,127800,-510,12510,12510,OK
9.236383,dpgobrrr_10419,Tick,30,30,0,0,127800,127800,-768,-5232,-5232,OK
9.236383,hansolo_2159,Tick,64,14,50,-50,127800,127800,1460,-13860,-13860,OK
9.236383,EagleOne_660000,Tick,108,28,80,-80,127800,127800,2384,-29084,-29084,OK
